API,Year,Month,Liquid,Gas,RatioGasOil,Water,PercentWater,DaysOn,_LastUpdate
5005072170100,2016,6,4478,12950,2.8919160339437204,200,0.0446627958910228,30,2016-09-01 14:08:41.917
5005072170100,2016,7,4328,13345,3.08341035120148,241,0.0556839186691312,31,2016-09-22 14:09:09.183
5005072170100,2016,8,4777,12725,2.66380573581746,215,0.045007326774126,31,2016-10-27 14:07:50.373
5005072170100,2016,9,3849,12784,3.32138217718888,194,0.0504027020005196,30,2016-12-01 14:05:44.580
5005072170100,2016,10,3835,11281,2.9415906127770497,188,0.0490221642764016,31,2016-12-22 14:18:34.197
5123377130000,2014,2,2341,569,0.24305852199914604,14,0.00598035027765912,7,2016-04-07 04:57:02.823
5123377130000,2014,3,4689,8638,1.84218383450629,2755,0.587545318831307,26,2016-04-07 04:57:02.823
5123377130000,2014,4,3056,11981,3.92048429319372,709,0.232002617801047,30,2016-04-07 04:57:02.823
5123377130000,2014,5,1979,10271,5.1899949469429005,351,0.17736230419403698,31,2016-04-07 04:57:02.823
5123377130000,2014,6,2037,8214,4.03240058910162,265,0.13009327442317098,29,2016-04-07 04:57:02.823
5123377130000,2014,7,2260,7180,3.17699115044248,262,0.115929203539823,31,2016-04-07 04:57:02.823
5123377130000,2014,8,1961,7208,3.67567567567568,317,0.16165221825599202,29,2016-04-07 04:57:02.823
5123377130000,2014,9,1549,4389,2.83344092963202,263,0.16978695932859902,30,2016-04-07 04:57:02.823
5123377130000,2014,10,1364,4167,3.0549853372434,215,0.157624633431085,31,2016-04-07 04:57:02.823
5123377130000,2014,11,1380,4807,3.4833333333333303,183,0.132608695652174,24,2016-04-07 04:57:02.823
5123377130000,2014,12,1275,6306,4.94588235294118,124,0.0972549019607843,31,2016-04-07 04:57:02.823
5123377130000,2015,1,1227,6358,5.1817440912795405,183,0.149144254278729,31,2016-04-07 04:57:02.823
5123377130000,2015,2,1014,5090,5.01972386587771,174,0.171597633136095,28,2016-04-07 04:57:02.823
5123377130000,2015,3,1072,6593,6.15018656716418,250,0.233208955223881,31,2016-04-07 04:57:02.823
5123377130000,2015,4,898,4784,5.32739420935412,193,0.214922048997773,29,2016-04-07 04:57:02.823
5123377130000,2015,5,787,4228,5.3722998729352,118,0.149936467598475,31,2016-04-07 04:57:02.823
5123377130000,2015,6,880,4102,4.66136363636364,111,0.12613636363636402,30,2016-04-07 04:57:02.823
5123377130000,2015,7,879,5616,6.389078498293519,111,0.126279863481229,31,2016-04-07 04:57:02.823
5123377130000,2015,8,773,5825,7.53557567917206,91,0.117723156532988,31,2016-04-07 04:57:02.823
5123377130000,2015,9,737,5094,6.91180461329715,100,0.13568521031207598,30,2016-04-07 04:57:02.823
5123377130000,2015,10,543,3264,6.01104972375691,137,0.252302025782689,29,2016-04-07 04:57:02.823
5123377130000,2015,11,732,4283,5.85109289617486,109,0.148907103825137,30,2016-04-07 04:57:02.823
5123377130000,2015,12,559,2905,5.19677996422182,113,0.202146690518784,31,2016-04-21 14:41:39.010
5123377130000,2016,1,633,3249,5.1327014218009515,55,0.0868878357030016,31,2016-04-28 14:29:28.713
5123379280000,2013,11,6326,3954,0.6250395194435661,6214,0.982295289282327,23,2016-04-07 11:49:04.930
5123379280000,2013,12,6405,4343,0.6780640124902422,435,0.0679156908665105,31,2016-04-07 11:49:04.930
5123379280000,2014,1,6839,15971,2.33528293610177,1074,0.157040502997514,31,2016-04-07 11:49:04.930
5123379280000,2014,2,6584,10341,1.57062575941677,715,0.10859659781288,28,2016-04-07 11:49:04.930
5123379280000,2014,3,4775,11728,2.45612565445026,547,0.11455497382199,31,2016-04-07 11:49:04.930
5123379280000,2014,4,3917,7497,1.91396476895583,329,0.0839928516721981,30,2016-04-07 11:49:04.930
5123379280000,2014,5,3840,8415,2.19140625,0,0.0,31,2016-04-07 11:49:04.930
5123379280000,2014,6,3031,6728,2.21972946222369,281,0.092708677004289,30,2016-04-07 11:49:04.930
5123379280000,2014,7,3137,8250,2.62990117947083,321,0.102327064073956,31,2016-04-07 11:49:04.930
5123379280000,2014,8,2669,8608,3.22517796927688,268,0.100412139378044,31,2016-04-07 11:49:04.930
5123379280000,2014,9,0,0,0.0,0,0.0,0,2016-04-07 11:49:04.930
5123379280000,2014,10,2169,6341,2.9234670355002303,246,0.11341632088520097,31,2016-04-07 11:49:04.930
5123379280000,2014,11,1864,4676,2.50858369098712,184,0.0987124463519313,30,2016-04-07 11:49:04.930
5123379280000,2014,12,1856,4265,2.2979525862069,187,0.100754310344828,31,2016-04-07 11:49:04.930
5123379280000,2015,1,1795,5071,2.82506963788301,218,0.121448467966574,31,2016-04-07 11:49:04.930
5123379280000,2015,2,1852,6993,3.77591792656587,256,0.138228941684665,28,2016-04-07 11:49:04.930
5123379280000,2015,3,1734,5050,2.9123414071511,203,0.117070357554787,31,2016-04-07 11:49:04.930
5123379280000,2015,4,1588,5206,3.27833753148615,207,0.130352644836272,30,2016-04-07 11:49:04.930
5123379280000,2015,5,1739,4644,2.67050028752156,225,0.129384703852789,31,2016-04-07 11:49:04.930
5123379280000,2015,6,1473,12687,8.61303462321792,180,0.122199592668024,30,2016-04-07 11:49:04.930
5123379280000,2015,7,1472,4278,2.90625,194,0.13179347826087,31,2016-04-07 11:49:04.930
5123379280000,2015,8,1378,4238,3.07547169811321,202,0.146589259796807,31,2016-04-07 11:49:04.930
5123379280000,2015,9,1235,3924,3.17732793522267,182,0.147368421052632,30,2016-04-07 11:49:04.930
5123379280000,2015,10,1331,4107,3.08564988730278,208,0.15627347858752802,31,2016-04-07 11:49:04.930
5123379400000,2015,3,8644,9393,1.08664969921333,6365,0.736348912540491,31,2016-04-06 16:42:54.070
5123379400000,2015,4,13977,22941,1.6413393432067,3851,0.27552407526650896,30,2016-04-06 16:42:54.070
5123379400000,2015,5,9325,32395,3.4739946380697,2080,0.223056300268097,31,2016-04-06 16:42:54.070
5123379400000,2015,6,6445,30772,4.77455391776571,1181,0.183242823894492,30,2016-04-06 16:42:54.070
5123379400000,2015,7,5326,28110,5.27788208787082,822,0.154337213668795,31,2016-04-06 16:42:54.070
5123379400000,2015,8,4538,26029,5.73578669017188,661,0.145658880564125,31,2016-04-06 16:42:54.070
5123379400000,2015,9,3403,22298,6.55245371730826,407,0.119600352630032,30,2016-04-06 16:42:54.070
5123379400000,2015,10,2534,14080,5.5564325177584895,274,0.10812943962115197,31,2016-04-06 16:42:54.070
5123379400000,2015,11,2685,14816,5.518063314711361,227,0.0845437616387337,30,2016-04-06 16:42:54.070
5123379400000,2015,12,2597,15097,5.813246053138242,229,0.0881786676934925,31,2016-04-06 16:42:54.070
5123379400000,2016,1,2005,12354,6.161596009975059,123,0.0613466334164589,31,2016-04-06 16:42:54.070
5123379400000,2016,2,1813,10097,5.569222283508,88,0.04853833425262,29,2016-05-05 14:14:12.507
5123379400000,2016,3,1668,9894,5.931654676258991,133,0.0797362110311751,31,2016-05-26 14:08:11.127
5123379400000,2016,4,1760,11159,6.3403409090909095,287,0.163068181818182,30,2016-07-07 14:19:46.170
5123379400000,2016,5,1537,10431,6.786597267404032,197,0.128171763175016,31,2016-08-25 14:10:05.647
5123379400000,2016,6,1331,8413,6.32081141998497,156,0.117205108940646,30,2016-08-25 14:10:05.647
5123379400000,2016,7,1305,8985,6.88505747126437,193,0.147892720306513,31,2016-11-10 14:19:21.860
5123379400000,2016,8,1510,10656,7.05695364238411,226,0.149668874172185,31,2016-10-27 14:07:59.843
5123379400000,2016,9,1476,9901,6.7079945799458,135,0.0914634146341463,30,2016-11-24 14:10:19.853
5123379400000,2016,10,1729,12156,7.03065355696935,190,0.10989010989011,31,2017-01-05 14:09:25.720
5123379400000,2016,11,1606,13279,8.268368617683691,162,0.100871731008717,30,2017-01-26 14:13:37.947
5123379400000,2016,12,1388,11284,8.129682997118161,181,0.130403458213256,29,2017-03-02 14:13:52.697
5123379400000,2017,1,1632,13371,8.19301470588235,189,0.11580882352941198,31,2017-03-30 14:15:11.243
5123379400000,2017,2,814,6941,8.52702702702703,34,0.0417690417690418,28,2017-04-20 14:10:53.493
5123385820100,2014,4,1753,1442,0.8225898459783231,318,0.181403308613805,6,2017-08-10 14:19:33.927
5123385820100,2014,5,4402,12133,2.75624716038164,2745,0.623580190822354,31,2016-12-22 14:16:55.570
5123385820100,2014,6,1187,3827,3.2240943555181096,401,0.337826453243471,24,2016-12-22 14:16:55.570
5123385820100,2014,7,1204,4520,3.75415282392027,499,0.414451827242525,30,2016-04-06 16:52:01.973
5123385820100,2014,8,1176,9754,8.29421768707483,172,0.14625850340136098,25,2016-04-06 16:52:01.973
5123385820100,2014,9,1523,8981,5.89691398555483,276,0.181221273801707,30,2016-04-06 16:52:01.973
5123385820100,2014,10,1169,3876,3.31565440547476,287,0.245508982035928,28,2016-04-06 16:52:01.973
5123385820100,2014,11,782,2928,3.74424552429668,133,0.170076726342711,29,2016-04-06 16:52:01.973
5123385820100,2014,12,634,1376,2.17034700315457,67,0.105678233438486,31,2016-04-06 16:52:01.973
5123385820100,2015,1,597,1470,2.46231155778894,95,0.159128978224456,29,2016-12-22 14:16:55.570
5123385820100,2015,2,634,1795,2.83123028391167,87,0.137223974763407,28,2016-12-22 14:16:55.570
5123385820100,2015,3,508,1691,3.3287401574803104,37,0.0728346456692913,31,2016-12-22 14:16:55.570
5123385820100,2015,4,686,1130,1.64723032069971,74,0.107871720116618,30,2016-12-22 14:16:55.570
5123385820100,2015,5,92,469,5.09782608695652,24,0.260869565217391,31,2016-12-22 14:16:55.570
5123385820100,2015,6,60,1,0.0166666666666667,124,2.06666666666667,11,2016-12-22 14:16:55.570
5123385820100,2015,7,0,0,0.0,0,0.0,0,2016-04-06 16:52:01.973
5123385820100,2015,8,0,0,0.0,0,0.0,0,2016-04-06 16:52:01.973
5123385820100,2015,9,0,0,0.0,0,0.0,0,2016-04-06 16:52:01.973
5123385820100,2015,10,0,0,0.0,0,0.0,0,2016-04-06 16:52:01.973
5123385820100,2015,11,0,0,0.0,0,0.0,0,2016-04-06 16:52:01.973
5123385820100,2015,12,236,1320,5.593220338983049,119,0.504237288135593,8,2016-12-22 14:16:55.570
5123385820100,2016,1,830,4753,5.72650602409639,568,0.6843373493975901,31,2016-12-22 14:16:55.570
5123385820100,2016,2,6,8608,1434.66666666667,521,86.8333333333333,29,2016-12-22 14:16:55.570
5123385820100,2016,3,571,9658,16.9141856392294,289,0.506129597197898,30,2016-06-02 14:06:21.687
5123390320000,2014,10,1115,1030,0.923766816143498,1735,1.55605381165919,7,2016-04-06 17:56:43.533
5123390320000,2014,11,2339,1959,0.8375374091492092,2472,1.05686190679778,14,2016-04-06 17:56:43.533
5123390320000,2014,12,5366,11936,2.22437569884458,2857,0.532426388371226,30,2016-04-06 17:56:43.533
5123390320000,2015,1,3599,11870,3.2981383717699395,960,0.26674076132259,31,2016-04-06 17:56:43.533
5123390320000,2015,2,2185,9471,4.33455377574371,982,0.44942791762013706,28,2016-04-06 17:56:43.533
5123390320000,2015,3,2488,9618,3.86575562700965,886,0.35610932475884205,31,2016-04-06 17:56:43.533
5123390320000,2015,4,1695,6318,3.72743362831858,151,0.0890855457227139,30,2016-04-06 17:56:43.533
5123390320000,2015,5,1620,4747,2.93024691358025,172,0.106172839506173,31,2016-04-06 17:56:43.533
5123390320000,2015,6,2031,7609,3.74643032988676,698,0.343673067454456,30,2016-04-06 17:56:43.533
5123390320000,2015,7,1902,6766,3.5573080967402704,432,0.227129337539432,31,2016-04-06 17:56:43.533
5123390320000,2015,8,1509,6343,4.20344599072233,511,0.33863485752153705,31,2016-04-06 17:56:43.533
5123390320000,2015,9,1337,5746,4.29768137621541,472,0.35302916978309706,30,2016-04-06 17:56:43.533
5123390320000,2015,10,1109,5113,4.61045987376014,312,0.281334535617674,31,2016-04-06 17:56:43.533
5123390320000,2015,11,1065,4549,4.27136150234742,252,0.2366197183098589,30,2016-04-06 17:56:43.533
5123390320000,2015,12,976,4474,4.58401639344262,193,0.197745901639344,31,2016-04-06 17:56:43.533
5123390320000,2016,1,1266,4407,3.4810426540284403,230,0.18167456556082096,31,2016-04-06 17:56:43.533
5123390320000,2016,2,1016,3755,3.69586614173228,237,0.23326771653543305,29,2016-05-05 14:23:05.463
5123390320000,2016,3,913,5086,5.57064622124863,141,0.154435925520263,29,2016-05-26 14:09:48.023
5123390320000,2016,4,802,4913,6.12593516209476,190,0.23690773067331694,30,2016-07-07 14:33:47.380
5123390320000,2016,5,794,5076,6.39294710327456,208,0.261964735516373,31,2016-08-25 14:15:04.100
5123390320000,2016,6,872,4868,5.58256880733945,188,0.21559633027522893,30,2016-08-25 14:15:04.100
5123390320000,2016,7,805,5180,6.43478260869565,196,0.243478260869565,31,2016-09-29 14:16:53.983
5123390320000,2016,8,886,5604,6.32505643340858,137,0.15462753950338598,31,2016-10-27 14:09:50.583
5123390320000,2016,9,675,5345,7.9185185185185185,153,0.226666666666667,30,2016-12-01 14:06:54.237
5123390440000,2014,8,7757,12911,1.6644321258218402,0,0.0,24,2016-04-06 16:52:56.240
5123390440000,2014,9,9725,14539,1.49501285347044,0,0.0,30,2016-04-06 16:52:56.240
5123390440000,2014,10,11541,21275,1.8434277792219,75,0.0064985703145308,31,2016-04-06 16:52:56.240
5123390440000,2014,11,9506,22784,2.39680201977698,170,0.0178834420366085,30,2016-04-06 16:52:56.240
5123390440000,2014,12,8121,27363,3.36941263391208,0,0.0,31,2016-04-06 16:52:56.240
5123390440000,2015,1,6759,27266,4.03402870247078,288,0.0426098535286285,31,2016-04-06 16:52:56.240
5123390440000,2015,2,5282,21521,4.07440363498675,75,0.0141991669822037,27,2016-04-06 16:52:56.240
5123390440000,2015,3,5291,24029,4.541485541485541,0,0.0,31,2016-04-06 16:52:56.240
5123390440000,2015,4,4678,21292,4.55151774262505,143,0.0305686190679778,30,2016-04-06 16:52:56.240
5123390440000,2015,5,4337,26440,6.09637998616555,6,0.00138344477749596,31,2016-04-06 16:52:56.240
5123390440000,2015,6,3732,22827,6.11655948553055,216,0.0578778135048231,30,2016-04-06 16:52:56.240
5123390440000,2015,7,3407,21680,6.363369533313769,310,0.0909891400058703,31,2016-04-06 16:52:56.240
5123390440000,2015,8,3416,21883,6.4060304449648715,0,0.0,31,2016-08-11 14:23:52.203
5123390440000,2015,9,2931,19903,6.79051518253156,40,0.0136472193790515,30,2016-04-06 16:52:56.240
5123390440000,2015,10,2667,19158,7.183352080989879,29,0.0108736407949006,31,2016-04-06 16:52:56.240
5123390440000,2015,11,2492,18374,7.37319422150883,70,0.0280898876404494,30,2016-04-06 16:52:56.240
5123390440000,2015,12,2462,20607,8.37002437043054,101,0.0410235580828595,31,2016-04-06 16:52:56.240
5123390440000,2016,1,2676,23751,8.87556053811659,170,0.0635276532137519,31,2016-04-06 16:52:56.240
5123390440000,2016,2,1960,21293,10.8637755102041,122,0.0622448979591837,29,2016-05-12 14:14:23.457
5123390440000,2016,3,2121,23318,10.993870815653,188,0.0886374351720886,31,2016-06-02 14:06:32.983
5123390440000,2016,4,1908,21472,11.253668763102699,57,0.029874213836477995,30,2016-06-25 18:00:01.590
5123390440000,2016,5,1841,20914,11.3601303639326,61,0.0331341662140141,31,2016-08-11 14:23:52.203
5123390440000,2016,6,1734,19701,11.3615916955017,79,0.0455594002306805,30,2016-09-01 14:06:44.360
5123390440000,2016,7,1688,20376,12.071090047393401,93,0.0550947867298578,31,2016-10-06 14:18:31.937
5123392690000,2015,7,870,1575,1.8103448275862104,175,0.201149425287356,8,2016-04-06 15:48:04.003
5123392690000,2015,8,5378,8641,1.6067311268129398,1953,0.363146150985496,31,2016-04-06 15:48:04.003
5123392690000,2015,9,5810,9665,1.66351118760757,1408,0.242340791738382,30,2016-04-06 15:48:04.003
5123392690000,2015,10,6917,12181,1.7610235651293895,1581,0.228567297961544,28,2016-04-06 15:48:04.003
5123392690000,2015,11,5465,10186,1.86386093321134,881,0.161207685269899,30,2016-04-06 15:48:04.003
5123392690000,2015,12,4005,9457,2.36129837702871,551,0.137578027465668,31,2016-04-06 15:48:04.003
5123392690000,2016,1,4326,8831,2.041377716135,717,0.16574202496532595,31,2016-04-06 15:48:04.003
5123392690000,2016,2,4523,15703,3.4718107450807,736,0.162723855847889,29,2016-04-28 14:05:23.237
5123392690000,2016,3,3799,17428,4.58752303237694,642,0.168991839957884,31,2016-06-02 14:05:16.460
5123392690000,2016,4,3450,18954,5.49391304347826,582,0.168695652173913,30,2016-06-23 14:02:59.730
5123392690000,2016,5,3334,20430,6.1277744451109815,507,0.15206958608278304,31,2016-08-25 14:06:44.383
5123392690000,2016,6,3347,19116,5.711383328353749,538,0.16074096205557198,30,2016-08-25 14:06:44.383
5123392690000,2016,7,3033,16825,5.54731289152654,432,0.142433234421365,31,2016-09-29 14:08:57.913
5123392690000,2016,8,3141,20311,6.46641197070996,501,0.159503342884432,31,2016-11-10 14:15:06.960
5123392690000,2016,9,2712,18635,6.8713126843657815,462,0.17035398230088505,30,2016-11-24 14:07:57.917
5123392690000,2016,10,2794,21922,7.84609878310666,541,0.193629205440229,31,2016-12-22 14:08:31.130
5123392690000,2016,11,2193,17824,8.12767897856817,290,0.132238942088463,30,2017-01-19 14:06:17.017
5123392690000,2016,12,1877,14317,7.627597229621742,159,0.0847096430474161,31,2017-03-02 14:09:57.370
5123392690000,2017,1,1882,13337,7.0866099893730095,230,0.12221041445271,31,2017-04-27 14:09:00.820
5123392690000,2017,2,1703,11934,7.00763358778626,184,0.10804462712859696,28,2017-05-18 14:09:31.970
5123392690000,2017,3,1861,13428,7.215475550779152,266,0.14293390650188098,31,2017-05-25 14:17:05.953
5123392690000,2017,4,1662,12872,7.74488567990373,245,0.147412755716005,30,2017-06-29 14:04:45.417
5123392690000,2017,5,1753,13124,7.48659440958357,217,0.123787792355961,31,2017-08-03 14:11:28.413
5123392690000,2017,6,1637,12382,7.563836285888821,211,0.128894318875993,30,2017-09-14 14:17:19.117
5123399750000,2015,4,1119,11226,10.0321715817694,0,0.0,23,2016-04-06 14:44:22.227
5123399750000,2015,5,1513,17580,11.619299405155301,0,0.0,24,2016-04-06 14:44:22.227
5123399750000,2015,6,1217,15453,12.6976170912079,0,0.0,30,2016-04-06 14:44:22.227
5123399750000,2015,7,1265,17842,14.104347826087,87,0.0687747035573123,31,2016-04-06 14:44:22.227
5123399750000,2015,8,1402,21201,15.1219686162625,321,0.22895863052781695,31,2016-04-06 14:44:22.227
5123399750000,2015,9,2982,43338,14.533199195171001,445,0.149228705566734,29,2016-04-06 14:44:22.227
5123399750000,2015,10,3575,58624,16.3983216783217,0,0.0,31,2016-04-06 14:44:22.227
5123399750000,2015,11,3282,58637,17.8662400975015,674,0.205362583790372,30,2016-04-06 14:44:22.227
5123399750000,2015,12,2281,48002,21.0442788250767,257,0.112669881630864,31,2016-04-06 14:44:22.227
5123399750000,2016,1,2514,52756,20.9848846459825,478,0.19013524264120896,31,2016-04-06 14:44:22.227
5123399750000,2016,2,1942,47743,24.584449021627197,787,0.405252317198764,29,2016-05-12 14:05:39.957
5123399750000,2016,3,1751,43829,25.0308395202741,447,0.255282695602513,29,2016-06-02 14:01:39.263
5123399750000,2016,4,1662,42434,25.531889290012003,301,0.181107099879663,30,2016-06-25 17:53:57.577
5123399750000,2016,5,1699,46014,27.0829899941142,254,0.14949970570924098,31,2016-08-11 14:04:44.380
5123399750000,2016,6,1123,32678,29.0988423864648,154,0.13713268032057,25,2016-09-01 14:02:02.020
5123399750000,2016,7,1297,36534,28.1680801850424,210,0.16191210485736302,30,2016-10-06 14:04:21.903
5123399750000,2016,8,1340,39244,29.2865671641791,705,0.5261194029850751,31,2016-11-10 14:11:26.127
5123399750000,2016,9,729,21259,29.161865569273,161,0.22085048010973896,19,2016-12-01 14:00:21.257
5123399750000,2016,10,1103,28611,25.939256572982803,259,0.234814143245694,27,2018-11-18 08:03:04.847
5123399750000,2016,11,1213,33572,27.676834295136,450,0.3709810387469079,29,2017-02-23 14:00:38.817
5123399750000,2016,12,1350,37631,27.8748148148148,595,0.44074074074074093,31,2017-03-16 14:03:02.193
5123399750000,2017,1,1192,39151,32.8447986577181,562,0.471476510067114,31,2017-04-13 14:02:55.013
5123399750000,2017,2,1075,34383,31.984186046511606,463,0.43069767441860496,28,2017-05-25 14:05:48.183
5123399750000,2017,3,1132,38780,34.2579505300353,451,0.398409893992933,31,2017-05-25 14:05:48.183
5123402600000,2015,9,9508,10769,1.1326251577618798,1849,0.194467816575515,15,2016-04-06 14:03:55.487
5123402600000,2015,10,13265,25730,1.93969091594421,3055,0.230305314738032,31,2016-04-06 14:03:55.487
5123402600000,2015,11,8090,29821,3.68615574783684,1633,0.20185414091471,30,2016-04-06 14:03:55.487
5123402600000,2015,12,6377,34202,5.36333699231614,1048,0.164340599027756,31,2016-04-06 14:03:55.487
5123402600000,2016,1,5124,29190,5.69672131147541,754,0.14715066354410594,31,2016-06-23 14:01:33.153
5123402600000,2016,2,4098,23662,5.77403611517814,550,0.134211810639336,29,2016-05-05 14:02:53.863
5123402600000,2016,3,3804,25103,6.599106203995791,512,0.13459516298633,31,2016-05-26 14:00:35.353
5123402600000,2016,4,3219,24776,7.696800248524389,560,0.17396707051879504,30,2016-06-30 14:01:26.413
5123402600000,2016,5,1696,11515,6.78950471698113,401,0.236438679245283,15,2016-08-18 14:00:36.857
5123402600000,2016,6,0,0,0.0,0,0.0,0,2016-05-05 14:02:53.863
5123402600000,2016,7,0,0,0.0,0,0.0,0,2016-05-05 14:02:53.863
5123402600000,2016,8,2046,5733,2.80205278592375,1233,0.602639296187683,26,2017-03-09 14:02:07.203
5123402600000,2016,9,2746,8158,2.97086671522214,1102,0.401310997815004,26,2016-12-01 14:00:31.400
5123402600000,2016,10,4125,12577,3.0489696969697007,1282,0.310787878787879,31,2017-01-05 14:02:11.757
5123402600000,2016,11,4943,16768,3.39227189965608,1291,0.261177422617843,30,2017-02-02 14:01:09.357
5123402600000,2016,12,3736,18368,4.916488222698071,2609,0.6983404710920771,31,2017-02-23 14:00:43.677
5123402600000,2017,1,3032,23825,7.85784960422164,1543,0.508905013192612,31,2017-04-06 14:00:57.357
5123402600000,2017,2,2397,21434,8.942010846891947,974,0.40634125990821895,25,2017-04-27 14:00:55.170
5123402600000,2017,3,2898,28418,9.80607315389924,1105,0.381297446514838,31,2017-05-25 14:02:27.223
5123402600000,2017,4,2474,27255,11.016572352465598,873,0.35286984640258706,30,2017-08-03 14:01:49.140
5123402600000,2017,5,2120,24284,11.4547169811321,599,0.28254716981132105,28,2017-08-03 14:01:49.140
5123402600000,2017,6,2176,25228,11.59375,480,0.220588235294118,30,2017-09-14 14:02:09.840
5123402600000,2017,7,1956,21331,10.9054192229039,538,0.27505112474437604,31,2017-09-28 14:00:49.517
5123402600000,2017,8,1944,20647,10.620884773662599,466,0.23971193415637895,31,2017-10-26 14:00:05.360
5123409020000,2015,9,7741,19946,2.57666968091978,6010,0.7763854799121559,26,2016-04-06 21:28:20.670
5123409020000,2015,10,5880,27444,4.66734693877551,2588,0.440136054421769,31,2016-04-06 21:28:20.670
5123409020000,2015,11,4261,20872,4.89838066181647,1449,0.3400610185402489,30,2016-04-06 21:28:20.670
5123409020000,2015,12,3226,16208,5.02417854928704,965,0.299132052076875,31,2016-04-06 21:28:20.670
5123409020000,2016,1,2777,13096,4.7158804465250315,808,0.2909614692113789,31,2016-04-06 21:28:20.670
5123409020000,2016,2,1866,10720,5.744908896034301,481,0.257770632368703,26,2016-05-05 14:37:12.997
5123409020000,2016,3,2364,14057,5.94627749576988,502,0.212351945854484,29,2017-08-03 14:46:11.173
5123409020000,2016,4,1864,13403,7.1904506437768205,400,0.214592274678112,30,2016-06-23 14:13:14.117
5123409020000,2016,5,1822,13061,7.168496158068058,359,0.197036223929748,31,2016-08-25 14:23:25.007
5123409020000,2016,6,2168,14223,6.56042435424354,420,0.193726937269373,30,2016-08-25 14:23:25.007
5123409020000,2016,7,1670,13801,8.26407185628742,321,0.192215568862275,30,2017-08-03 14:46:11.173
5123409020000,2016,8,1588,14864,9.36020151133501,351,0.22103274559194,31,2016-10-27 14:19:17.187
5123409020000,2016,9,1319,14093,10.6846095526914,298,0.22592873388931,30,2016-12-01 14:12:31.117
5123409020000,2016,10,1145,14325,12.510917030567699,244,0.21310043668122305,29,2016-12-22 14:40:04.787
5123409020000,2016,11,1211,13890,11.469859620148599,264,0.218001651527663,30,2017-08-03 14:46:11.173
5123409020000,2016,12,1257,12832,10.2084327764519,265,0.210819411296738,30,2017-03-02 14:34:16.637
5123409020000,2017,1,1255,11721,9.339442231075699,277,0.220717131474104,31,2017-03-30 14:38:36.297
5123409020000,2017,2,984,12310,12.510162601626,217,0.22052845528455306,28,2017-04-20 14:29:55.880
5123409020000,2017,3,1079,11829,10.962928637627401,262,0.242817423540315,31,2017-05-25 14:58:32.327
5123409020000,2017,4,797,7789,9.772898368883313,238,0.29861982434128004,30,2017-06-22 14:31:31.190
5123409020000,2017,5,572,7504,13.118881118881099,145,0.253496503496503,28,2017-08-03 14:46:11.173
5123409020000,2017,6,550,6603,12.0054545454545,78,0.141818181818182,30,2017-09-28 14:21:50.633
5123409020000,2017,7,638,7363,11.5407523510972,82,0.128526645768025,31,2017-09-28 14:21:50.633
5123409020000,2017,8,762,8180,10.7349081364829,125,0.164041994750656,31,2017-10-26 14:34:31.060
5123410480000,2015,4,1322,1525,1.1535552193646,9341,7.06580937972769,30,2016-04-07 11:48:38.070
5123410480000,2015,5,9682,8840,0.9130344970047508,6329,0.653687254699442,31,2016-04-07 11:48:38.070
5123410480000,2015,6,6407,16973,2.64913375995005,2497,0.3897299828312779,30,2016-04-07 11:48:38.070
